question,original_label,bloom_level
"Define and list out the objectives of monetary policy, the quantitative versus qualitative instruments of monetary policy.",Knowledge,Remember
Describe the economic consequence of a neolocal society. Support your description with information you have learned from this course.,Evaluation,Evaluate
AJAX is a technology that is being widely used in web applications for faster response time. Explain the necessary steps to implementing an AJAX application.,Application,Apply
Differentiate between general controls and application controls. Provide ONE (1) example for each.,Analysis,Analyze
List FIVE (5) weaknesses of Out-of-Home (OOH) Advertising.,Knowledge,Remember
Explain THREE (3) conditions where cantilever scaffolding is applied.,Comprehension,Understand
Discuss THREE (3) factors influencing the conflict management process. Support each of your answers with ONE (1) relevant example.,Evaluation,Evaluate
"Explain briefly the meaning of the following terms: Demography, Consumer sales promotion , and Media mix",Knowledge,Remember
List THREE types of Atomic Force Mircroscopes (AFM).,Knowledge,Remember
Assess the appropriateness of an author's conclusions based on the evidence given.,Evaluation,Evaluate
"As a project manager, you are evaluating the building design for its compliance to intended function as a private college accommodating over 2000 students. Analyze the problems and propose the building performance to meet these functions.",Synthesis,Create
"Draw a technology enhanced language learning classroom sketch for a grammar lesson with 10 low proficiency students, aged 13. You should include FIVE (5) basic technology facilities with label which are essential to the integration of technology in the classroom.",Comprehension,Understand
Describe the features of lactate dehydrogenase (LDH) as an isozyme. Discuss the diagnostic importance of LDH.,Comprehension,Understand
Write a statement to set the visibility property of Label1 to the checked property of checkBox1.,Comprehension,Understand
Identify PayPal's business model.,Knowledge,Remember
Evaluate your sketch with ASSURE's model procedure.,Evaluation,Evaluate
Draw the flow chart of the PNK system,Knowledge,Remember
Discuss the extent to which the existence of a conflict between a company's objectives is acceptable.,Evaluation,Evaluate
Give TWO examples of natural and artificial means of the seed dispersal of weeds respectively.,Comprehension,Understand
Explain the FIVE (5) procedures which need to be documented during the site inspection.,Comprehension,Understand
Proline and glycine are prevalent in beta-turns of protein structures. Comment on the statement.,Evaluation,Evaluate
Revise the story and specify the type of audience that would enjoy this book.,Evaluation,Evaluate
Apply the storytelling technique here to a little story of your own.,Application,Apply
Draw an illustration of the linked list after the execution of each of the statement below. (Use the original illustration for each question).,Application,Apply
Explain whether Howard can have the video streamed effectively at 1 Mbps data rate on a 1 Mbps Internet connection.,Evaluation,Evaluate
Discuss in details what Accounting Information Systems (AIS) is.,Comprehension,Understand
Outline your experience in working with service users,Comprehension,Understand
Examine the two roles and show how newspaper managers can successfully draw a balance between their economic role and social role.,Analysis,Analyze
“Millennials and kids are important market segments for e-marketers”. Discuss on the above statement.,Comprehension,Understand
Describe the Pop Art style in 1958 - 1972.,Knowledge,Remember
Butanol is found to be an efficient carbon source for the cultivation of this microorganism. Suggest how this carbon source can be sterilised and used in this fermentation process.,Synthesis,Create
Assess the importance of understanding seasonal patters.,Evaluation,Evaluate
The oil palm (Elaeis guineensis) is an erect monoecious plant. Describe how its inflorescences develop into fruit and relate this to the pest control practice that could affect the productivity of the oil palm.,Comprehension,Understand
HTTP is a stateless protocol. Justify.,Evaluation,Evaluate
Company directors remain the most important group of people who monitor and control the company on behalf of the shareholders. Explain the SIX (6) roles of company directors.,Comprehension,Understand
Define soil bioremediation.,Knowledge,Remember
How do psychologists differ in their general attitudes toward third party presence,Analysis,Analyze
Provide FOUR (4) reasons of using aggregate in concrete production.,Comprehension,Understand
Explain Eurocurrency and its market.,Comprehension,Understand
List out FIVE (5) ways how manufacturing and service companies have commitment toward the environmental friendly practices.,Knowledge,Remember
Outline the aim of two studies within the,Comprehension,Understand
"Discuss the comparison between the microeconomics and macroeconomics field of study in term of production, prices, income and employment.",Analysis,Analyze
