question,original_label,bloom_level
Use the distance travelled and cost of petrol to calculate the cost of a coach trip using a spreadsheet.,Application,Apply
Provide FIVE (5) examples on how HP can use text mining in other areas.,Application,Apply
Investigate whether or not the system can be solved for x; y; z,Analysis,Analyze
Define Inheritance concept,Knowledge,Remember
when was the first airport in the yemen built,Knowledge,Remember
Multimedia is shifting from being localized (contained on a CD-ROM) to being distributed (available on the World Wide Web). Give FIVE (5) implications on this.,Knowledge,Remember
Create a new product. Give it a name and plan a marketing campaign.,Synthesis,Create
State the goal of integrated weed management and its essence.,Knowledge,Remember
Prepare a time-phased product structure.,Application,Apply
How much water does an elephant drink,Knowledge,Remember
Determine the percentage of DHT's assets committed to inventory.,Application,Apply
Explain the function of International Monetary Fund (IMF).,Comprehension,Understand
Explain why a 30-second video clip (containing 25 frames per second) will occupy less disk space than 750 JPEG images of the same size.,Comprehension,Understand
Describe conservation tillage and explain why it often requires a change in nutrient management.,Comprehension,Understand
Construct a dictionary and a truth table to determine if the following statements are logically equivalent,Application,Apply
Rewrite you predicted equation for the ideal gas law,Comprehension,Understand
Differentiate between Gibbs adsorption equation and dynamic surface tension in the study of adsorption at interfaces.,Analysis,Analyze
Explain FOUR (4) benefits of using Digital-Out-Of-Home in advertising.,Comprehension,Understand
"After strain modification process, the UTAR002 is found to be unable to excrete the desired enzyme into the medium. Suggest a proper purification protocol for the recovery of this product.",Synthesis,Create
Explain why a sustained inflation is a purely monetary phenomenon and cannot exist without the cooperation of the Bank Negara Malaysia (BNM).,Comprehension,Understand
Suggest how multimedia applications may be used for each of the scenarios below. (i) IT Avenue will be organising a road show at various shopping malls to promote a new model of mobile phone from Nokia.,Application,Apply
How many loop statement available in c++?,Knowledge,Remember
"Briefly describe the properties of wood in terms of density, thermal insulation, chemical resistance and strength.",Comprehension,Understand
Suggest a house-style and editorial policies for your newly introduced newspaper targeted at young readers aged between 15 to 25 years.,Synthesis,Create
Design and sketch the layout of a CMOS inverter.,Synthesis,Create
Construct an alternative way to ...,Synthesis,Create
Audit committee is responsible to implement and support the monitoring function of the board of directors. Develop a list of best practices for audit committee meeting.,Synthesis,Create
Explain how you would implement delete schedule functionality in effective manner.,Comprehension,Understand
Draw Production Possibilities Frontier and Trading Possibilities Frontier for China and Thailand. Clearly label the total output before specialization and total output after trade in the diagrams.,Comprehension,Understand
Devise a different way of using X,Synthesis,Create
Briefly explain which characteristics of alluvial soils make them ideal for agriculture.,Comprehension,Understand
Construct a simple payroll program that computes net pay for those working 40 hours or less and net pay for those working over 40 hours.,Application,Apply
Explain what is meant by occlusion and discuss the ability of chain coding to cope with occlusion.,Comprehension,Understand
Show how NLP techniques can be deployed in business.,Application,Apply
Compare and contrast the waterfall model with the prototyping model.,Analysis,Analyze
Identify whether the firm is in the short-run or long-run equilibrium. Explain.,Comprehension,Understand
Identify and explain another graphical diagram besides network diagram which is useful for planning and scheduling. Evaluate the graphical diagram.,Evaluation,Evaluate
Suggest FOUR (4) ways logistics service provider such as FedEx practices environmental friendly principles in its operation.,Synthesis,Create
Define social commerce and discuss its advantages for e-marketers.,Comprehension,Understand
Define instructional materials. Provide an example of an instructional material for a subject.,Comprehension,Understand
Explain the TWO main factors that could affect enzyme catalytic efficiency.,Comprehension,Understand
Label the parts of the following insects: Grasshopper,Knowledge,Remember
ABC inventory analysis is one of the methods used by manufacturing companies for effective inventory management. Explain your answer.,Comprehension,Understand
Briefly describe FIVE (5) general types of factors of production.,Comprehension,Understand
"There are three common types of brick in Malaysia, namely common brick, facing brick and engineering brick. Differentiate the properties and the applications among them.",Analysis,Analyze
